credito,genero,educacao,estado_civil,idade,pgto_set,pgto_ago,pgto_jul,pgto_jun,pgto_mai,pgto_abr,fatura_set,fatura_ago,fatura_jul,pgto_amt_set,pgto_amt_ago,pgto_amt_jul,pgto_amt_jun,pgto_amt_mai,pgto_amt_abr,Y
20000,1,2,1,37,0,0,0,0,-1,-1,6372,2818,3734,1100,1000,500,2110,2054,2505,0
250000,2,2,2,24,2,0,0,0,0,0,69770,70954,70681,3562,1914,1517,2000,8001,295,1
30000,2,1,2,25,0,0,0,0,0,-2,25115,26287,26602,1886,1620,0,0,0,0,0
140000,1,1,1,41,-1,-1,-1,-2,-2,-1,4523,12171,0,12171,0,0,0,10832,0,0
500000,1,1,2,31,0,0,-1,0,0,0,239824,226716,115610,5614,118640,5841,6000,100000,5000,0
140000,2,1,2,29,1,2,0,0,0,0,112592,108669,110174,0,5500,4900,5000,4112,4500,0
60000,1,2,1,49,0,0,0,0,0,0,59578,66781,65508,22000,2188,2501,2512,4005,2604,0
340000,2,1,1,62,0,0,0,0,0,0,509365,522309,534137,20309,20137,16565,16774,21573,21000,0
30000,1,2,2,29,1,3,2,0,0,0,31986,31189,29634,0,4,1020,1110,989,982,0
170000,1,1,1,35,-1,-1,-1,-1,-1,-1,481,326,526,326,526,526,635,760,526,0
230000,1,1,2,26,-1,-1,-1,-1,-1,-1,1099,19686,3036,19686,4000,4806,0,1700,3658,0
120000,2,1,1,37,-1,-1,-1,-1,-1,-1,696,-4,1878,0,1882,407,247,2000,0,0
280000,2,1,1,38,-1,-1,2,0,0,-1,5165,8559,6455,6455,11,5,0,4694,5292,0
80000,2,3,1,29,1,2,0,0,0,0,80867,75615,77343,0,3000,2744,3022,6000,2800,0
150000,2,1,2,37,-1,2,2,-1,-1,-2,180,1582,1402,1402,0,3244,0,0,0,0
210000,1,2,1,35,-1,-1,2,0,-1,-1,396,1188,792,1188,0,0,396,396,396,1
20000,1,1,2,31,0,0,0,0,0,0,18551,19595,20546,1647,1598,692,697,777,797,0
310000,2,2,2,29,0,-1,-1,0,0,-1,1469,1340,9794,1340,9794,7004,1000,89137,4150,0
330000,2,2,2,33,0,0,0,0,0,0,166917,159118,149325,7400,6600,4800,5000,5400,5100,0
210000,2,2,2,33,1,0,0,0,0,0,21854,17376,18796,2269,3000,100004,4000,3687,3500,0
70000,2,2,1,31,0,0,0,0,0,0,71065,69311,70882,2566,2775,2381,3000,2452,2608,0
160000,2,1,1,42,-1,-1,-1,-1,-1,-1,3607,4417,1058,4417,1058,2146,2534,2242,2254,0
80000,2,2,1,29,0,0,0,0,0,0,49528,44639,39720,1730,1644,1222,1400,10000,1200,0
120000,2,2,1,34,0,0,0,0,0,0,88210,86473,86353,3300,3022,3100,3000,3100,3000,0
10000,1,3,2,22,0,0,0,0,0,0,18289,9217,10203,1317,1303,334,373,326,1359,0
150000,1,1,1,41,-2,-2,-2,-2,-2,-1,6780,10633,3260,10638,3260,0,0,1081,0,0
300000,2,2,1,40,-1,-1,-1,-1,-1,-1,2991,1278,4043,1278,4045,685,172,402,4080,0
20000,1,2,2,24,-1,-1,-1,-2,-2,-2,2500,3068,-380,3068,0,0,0,0,0,0
30000,1,1,2,42,1,2,2,2,0,0,31217,30406,31380,0,3600,0,1100,1050,1000,0
110000,1,3,1,43,0,0,0,0,0,0,103225,106004,108831,4500,5000,3043,2000,3000,5000,0
50000,1,3,2,47,0,0,0,0,0,0,29789,28699,29305,1763,1759,1439,979,1164,1300,0
130000,1,3,1,39,-2,-1,-1,-1,-1,-1,957,6214,1625,6220,1628,730,2466,1145,650,0
260000,1,2,1,32,0,0,-1,-1,-1,0,29389,2981,12001,2796,12173,20619,43968,3014,2021,0
50000,1,2,1,38,0,0,0,0,0,0,13921,14800,16394,1500,2000,1091,2000,500,500,0
50000,1,2,1,50,2,2,2,2,2,2,19786,19170,21864,0,3008,0,2638,0,845,1
50000,1,1,2,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
30000,2,2,2,22,-1,0,0,0,0,0,2006,3116,28844,1157,25885,1500,2170,1000,1000,0
160000,2,2,2,23,0,0,0,0,-1,-1,17920,17195,17164,2000,3181,3012,1942,100025,3000,0
120000,2,1,2,26,0,0,0,0,0,0,102157,103182,91442,5367,20000,3500,2512,7500,4000,0
200000,2,1,2,28,1,-2,-2,-1,-1,0,0,0,0,0,0,1545,1156,5000,3000,0
90000,2,3,1,40,1,2,2,3,2,2,78976,84566,89609,7500,7300,0,3300,3300,0,0
60000,2,3,1,41,0,0,0,0,0,0,56261,55773,55953,1993,2627,2700,2500,2300,3000,0
260000,2,2,2,26,0,0,0,0,0,0,217735,222109,220219,9553,7893,9241,7106,6506,6240,0
400000,2,2,2,38,-2,-2,-2,-2,-1,0,0,0,0,0,0,0,45374,1113,1129,0
50000,2,2,2,35,0,0,0,0,0,0,48848,49988,45434,2000,2000,1900,1032,3000,907,0
360000,2,1,1,38,-1,-1,-1,-1,-1,0,1873,13532,5757,13537,5762,29000,8093,1500,3513,0
230000,2,1,1,39,0,0,0,0,0,0,219712,208532,229229,30500,25000,10000,5000,5000,18000,0
290000,2,1,1,34,-1,-1,-1,-1,-1,-1,3412,1573,11859,1573,11886,2485,1170,20328,375,0
320000,2,2,2,42,-1,-1,-1,-1,-1,0,2920,2610,9433,2610,9439,2493,2655,0,5682,0
180000,2,2,2,29,-2,-2,-2,-2,-2,-2,2639,0,0,0,0,0,0,0,661,0
50000,2,2,1,37,0,0,0,0,0,-1,24380,23325,21940,1366,1400,1200,5000,5017,71,0
500000,2,2,1,33,0,0,0,0,0,0,264479,275025,285034,15000,14500,10370,11000,11000,13000,0
200000,2,1,2,30,0,0,0,0,0,0,59891,60537,61592,3000,2800,3000,2100,2070,1800,0
300000,2,2,2,42,0,0,0,0,0,0,113308,109901,108659,5400,5800,6000,7000,5000,5000,0
140000,2,2,1,48,0,0,0,0,0,0,248822,246595,249664,10000,10200,9000,9000,10000,10000,0
80000,1,3,2,28,1,2,2,0,0,0,38151,39227,38318,2000,0,5000,1500,1500,7000,0
20000,1,2,2,24,1,2,0,0,0,0,20036,19322,17619,0,2000,4000,2033,0,0,0
180000,1,1,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
30000,1,3,2,30,1,2,2,2,2,2,4318,5096,6353,1000,1500,1000,1000,0,1000,1
270000,1,2,1,35,0,0,0,0,0,0,48465,45898,46765,1737,2000,10000,1461,1492,899,0
190000,1,2,2,39,0,0,0,0,0,0,146224,149289,152886,5500,6000,6000,6000,6000,6000,0
250000,1,2,1,40,1,2,0,0,0,0,65087,62216,39814,0,2000,1871,1265,4643,3214,0
180000,1,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
260000,1,1,2,31,0,0,0,0,0,0,102350,96133,90183,4033,4000,4005,14066,3017,2736,0
520000,1,1,1,38,0,0,0,0,0,0,98615,102085,102762,5102,3800,3803,3822,4277,4868,0
350000,1,1,1,49,-2,-2,-2,-2,-2,-2,27506,4213,1518,4213,1529,4713,363,858,566,0
50000,1,2,1,58,-1,0,0,0,0,0,60524,61627,56937,2200,2297,1751,1086,3307,1142,0
500000,1,1,1,50,2,2,2,2,2,2,70144,74850,76463,6500,3400,3000,3000,3100,3110,1
50000,1,2,2,52,0,0,0,-1,0,0,45840,47595,28491,8000,8080,15012,10000,8000,2000,0
110000,1,2,2,51,0,0,0,0,0,0,110950,69564,51264,2500,2500,1800,1800,2000,2000,0
80000,1,1,1,60,0,0,0,0,0,-2,49246,53315,47740,5000,3300,6267,0,0,0,0
20000,2,1,2,23,2,0,0,0,0,0,19175,19889,17703,1575,1400,1300,643,862,2000,1
20000,2,2,1,27,0,0,0,0,-1,0,19667,15,15,0,0,26,19700,2000,2000,0
430000,2,1,2,27,-2,-2,-2,-2,-2,-2,389,389,389,390,390,384,1469,390,390,0
90000,2,3,2,26,0,-1,0,0,0,-1,3268,6745,3402,6745,1131,5381,4,7190,0,0
200000,2,2,2,33,-1,2,2,-2,-2,-1,10111,2900,0,0,0,0,0,4549,0,0
310000,2,2,1,34,0,0,0,0,0,0,86769,87842,42594,2800,3021,1600,1000,1000,2000,0
130000,2,2,1,37,0,0,0,2,0,0,41200,42532,46413,2019,4900,0,1000,0,0,0
60000,2,3,1,42,0,0,0,0,-2,-1,29243,31093,26401,3032,1454,326,324,1130,199,0
80000,1,3,1,31,2,0,0,2,0,0,28175,57433,61513,30000,5000,0,3000,5000,5000,1
50000,1,1,2,25,0,0,0,0,0,0,49357,49983,50516,2100,2000,2500,2000,1800,2000,0
30000,1,2,2,25,1,-1,2,2,-1,0,0,1170,390,1170,0,0,9494,3000,378,0
210000,1,2,2,29,0,0,0,0,0,0,118905,118620,78297,5000,4000,2000,2000,2000,2000,0
20000,1,2,2,24,0,0,0,0,0,2,15110,16548,17443,2000,1500,1500,2000,0,1000,0
20000,1,2,1,31,1,4,3,2,0,0,21676,21054,20442,0,0,0,1000,1000,1000,0
50000,2,1,2,21,0,0,0,0,0,0,36809,33121,29672,5143,5000,1021,0,3000,0,0
50000,2,2,2,30,1,2,0,0,0,0,49310,48210,48673,0,2310,1900,400,8000,1000,0
340000,2,1,1,27,0,0,-2,-1,-1,-1,307650,0,0,0,0,495,495,1528,3254,0
100000,2,2,2,23,2,2,2,2,2,2,90680,93267,95189,5000,4300,3600,3700,0,7300,1
200000,2,2,2,25,0,0,0,0,0,0,195520,195884,194045,7080,8000,7011,8500,6010,6000,0
50000,2,1,2,23,1,2,0,0,0,0,34443,33590,34651,0,1600,1600,1400,1400,1400,0
140000,2,2,1,28,0,0,0,0,0,0,62204,65280,56504,7028,6000,5026,5000,3000,2000,0
300000,2,1,2,27,1,-2,-2,-1,-1,-2,-2,-2,0,874,876,876,0,0,0,0
50000,2,1,2,27,1,2,2,-2,-2,-2,4040,3800,0,0,0,0,0,0,0,0
360000,2,2,2,29,0,0,0,0,0,0,58653,56329,55957,5886,4054,8412,15096,1208,3000,0
200000,2,2,1,28,0,0,0,0,0,0,197142,198367,96731,9197,3700,6478,2114,2337,2401,0
200000,2,1,2,28,0,0,0,0,0,0,105051,99648,144932,32000,60000,6305,4300,4500,4500,0
360000,2,2,2,28,0,0,0,0,0,0,264971,257086,253407,9043,8847,10000,10000,80016,15000,0
150000,2,1,2,29,0,0,0,0,2,2,110018,47600,26219,2400,1619,2550,800,0,700,0
20000,2,2,1,24,0,0,0,0,0,0,17191,18594,19489,2000,1500,1200,0,0,0,0
180000,2,2,2,30,0,0,0,0,0,0,148860,135814,138654,6500,7000,6600,4700,5100,4700,0
90000,2,3,1,29,0,0,0,0,0,0,91116,89047,91595,3500,4000,3002,1974,2000,5000,0
410000,2,1,1,37,0,0,0,0,0,-1,54326,23223,25865,5000,15014,5034,10006,1433,371,0
60000,2,2,2,26,0,0,0,0,0,0,58117,53986,47413,2400,2050,2011,1200,1400,1200,0
110000,2,2,2,32,3,2,0,0,0,0,108087,103307,103749,0,5100,3411,3003,3000,3001,1
100000,2,3,1,36,0,0,0,0,0,0,102505,101554,101827,3830,4100,4510,3186,2886,3020,0
500000,2,2,2,30,0,0,0,0,0,0,98618,73464,84741,25464,43095,7522,9065,8841,12000,0
50000,2,2,2,38,0,0,0,0,0,2,31426,23712,18919,1655,1675,15000,2610,0,2000,0
80000,2,3,1,38,0,0,0,2,0,0,82391,80977,88815,2925,12265,9,1737,1760,1882,0
30000,2,3,1,37,1,2,2,2,0,0,28361,27227,29346,0,3313,108,299,325,0,0
30000,2,2,1,49,0,0,0,0,2,2,23705,24709,25745,1386,1422,2626,0,2351,1033,0
140000,2,1,2,33,0,0,0,0,0,0,87713,88906,88736,5000,5000,5000,5000,3500,3500,0
90000,2,2,2,47,0,0,0,0,0,0,81902,71768,72163,3274,2271,1400,1000,1000,1000,0
200000,2,3,2,26,-1,-1,0,0,-1,-1,0,2381,10,0,15,1000,2000,1191,866,0
100000,2,2,2,29,-1,-1,-1,-2,-2,-2,600,600,0,600,0,0,0,0,0,0
80000,2,3,1,26,0,0,0,2,2,0,6808,8686,11628,2000,3100,1000,0,1000,2000,0
500000,2,1,1,39,0,0,0,0,0,0,418958,439432,440324,39432,20000,20000,20000,20000,20000,0
200000,2,3,1,46,-1,0,0,0,0,0,154875,140376,129962,5216,8000,20000,15653,3793,10000,0
50000,2,3,1,47,0,0,2,2,2,2,25347,29766,26283,4881,0,4087,0,1798,0,0
300000,2,3,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
50000,2,2,1,30,0,0,0,0,-2,-2,34811,30753,6680,2000,1000,0,0,0,0,0
10000,2,2,1,37,-1,4,3,2,2,2,3305,2870,2440,0,0,500,400,0,36,0
370000,2,2,1,45,0,0,0,0,0,2,155124,162526,168389,10000,10000,10000,114000,10000,0,0
60000,2,2,1,36,0,0,0,0,0,0,60333,51838,45728,2100,2000,1700,1500,1400,1500,0
360000,2,2,2,41,0,0,0,0,0,0,352538,360648,339204,14152,15000,15000,15004,5071,5168,0
290000,2,1,2,30,-1,-1,-1,-1,-2,-2,1459,1029,2154,1078,2154,1518,229,943,189,0
60000,2,2,1,38,0,0,-2,-1,-1,-1,21261,2522,0,2522,0,1411,1455,4486,11961,0
140000,2,2,2,32,0,0,0,0,0,0,137647,136497,135505,5004,5000,5000,4300,5000,5158,0
150000,2,2,2,34,0,0,0,0,-1,0,121764,150928,151428,35837,8794,3454,98231,3486,2706,0
10000,2,2,1,49,0,0,0,0,0,0,8671,6613,7648,1265,1300,1400,1000,304,283,0
360000,2,1,1,35,-2,-1,0,-1,-1,-1,94657,34529,106276,45000,100000,73427,7759,31840,12577,0
160000,2,1,1,47,0,0,0,0,0,0,151400,155658,143564,6960,6882,6307,4730,2874,3052,0
200000,2,2,2,41,-2,-1,-1,-1,-1,0,15094,1717,988,1727,991,1817,72836,30300,60000,0
80000,2,2,1,35,-2,-2,-2,-1,-1,0,390,0,1151,0,1151,10312,12238,5000,3000,0
50000,2,2,1,38,2,0,0,2,2,2,29989,31184,33850,2000,3500,1500,1500,1500,1500,1
30000,2,3,1,31,0,0,0,0,0,0,9388,10387,10624,1162,1229,1144,376,329,345,0
200000,2,1,2,31,-1,2,-1,2,-1,-1,2905,1258,1863,0,2253,0,390,390,390,0
150000,2,2,1,34,2,2,2,2,0,0,140711,147833,148066,12416,6130,27,4610,5000,5000,0
30000,2,2,2,33,2,0,0,0,0,-1,17011,15720,18443,2000,3000,1000,500,5884,0,1
110000,2,3,1,40,0,0,0,0,0,0,41629,42626,45666,1688,3728,1726,1608,2169,1698,0
130000,2,3,2,37,0,0,0,0,0,0,31280,32582,33328,1813,1559,1541,1290,10000,1958,0
500000,2,1,2,31,0,0,0,0,0,0,67475,72191,64130,6000,2332,1219,5000,54000,110000,0
280000,2,2,1,49,0,0,0,0,0,0,66749,67942,67908,3001,2382,67867,2420,2338,2326,0
160000,2,1,2,29,-1,-1,2,-1,0,-1,1116,2599,1302,2599,0,1852,0,3542,0,0
80000,2,3,1,40,-1,0,0,0,0,0,7111,12774,16817,6500,5000,4025,8000,5000,2000,0
140000,2,3,1,34,0,0,0,0,0,0,138375,138796,142280,5000,8000,6314,3200,6400,2100,0
250000,2,1,1,51,-2,-2,-2,-2,-2,-2,6811,0,0,0,0,0,0,0,0,0
130000,2,1,2,51,0,0,0,0,0,0,73903,74661,75593,6000,5002,6000,5000,6000,4000,0
240000,2,3,1,55,0,0,0,0,0,0,216170,218809,226013,8000,11000,9000,7000,7000,7200,0
20000,1,2,2,26,1,3,2,2,2,2,17077,17504,16940,1000,0,3300,0,1200,700,0
10000,1,2,2,23,-1,0,0,0,0,-2,10078,8886,8815,1300,1300,1000,0,0,0,0
10000,1,3,2,25,0,0,0,0,0,-1,8525,5141,5239,1500,5000,4000,2000,22400,0,0
20000,1,2,2,23,1,2,0,0,0,0,17845,17261,18976,0,2000,1600,0,1150,2000,0
500000,1,2,2,26,0,0,0,0,0,0,126725,128206,129327,6005,6005,6094,4161,5021,4350,0
30000,1,2,2,27,1,2,0,0,2,2,22284,21637,22981,0,1682,2697,0,3219,0,1
20000,1,2,2,30,1,2,2,2,2,2,16906,17328,19145,1000,2400,0,2700,0,283,0
130000,1,2,2,25,0,0,0,0,0,-2,119803,118737,113689,5100,4600,3000,0,0,0,0
50000,1,2,1,27,0,0,0,0,0,0,46806,46176,47151,2000,5300,1500,1100,1000,1000,0
20000,1,1,2,29,0,0,0,0,0,0,15934,15028,16023,1329,1324,1000,2000,1000,0,0
400000,1,1,2,29,0,-1,0,0,0,0,1123,82556,67823,82694,1939,1720,1712,1766,1907,0
50000,1,2,2,25,0,0,0,0,0,0,48336,49377,48626,1855,1804,1713,681,701,785,0
20000,1,2,2,28,3,2,2,2,2,-1,150,150,150,0,0,0,0,1150,0,1
10000,1,2,2,28,-1,2,-1,2,3,2,619,619,8642,0,8642,800,107,200,0,0
200000,1,1,2,29,-2,-1,-1,-1,-1,-1,8099,3432,2249,3447,2261,3377,0,11235,2795,0
120000,1,1,2,35,-1,-1,-1,-1,-1,2,326,326,176,326,176,0,1428,0,476,0
20000,1,2,2,30,0,0,0,0,0,0,16320,28674,15491,1238,1392,1200,329,0,0,0
50000,1,2,2,43,0,0,0,0,0,0,50756,50552,49465,1934,1917,2500,500,500,1000,0
280000,1,2,2,33,0,0,0,0,0,0,265120,238661,223383,9104,9401,6001,6001,6201,6201,0
120000,1,2,1,40,-1,0,0,0,0,0,112123,114344,117684,4089,5179,2543,1176,0,0,0
20000,1,2,1,33,0,0,0,2,2,-2,18706,17483,19509,1275,3081,0,0,0,0,0
20000,1,2,2,41,0,0,0,2,2,0,10142,10869,13940,1200,3250,1340,0,1500,5000,0
300000,1,1,1,42,-1,-1,-1,-2,-2,-2,1653,1734,0,1734,0,0,0,0,0,0
140000,1,2,1,49,0,0,0,0,0,0,35815,36800,37344,1590,1926,1911,1500,1541,1559,0
20000,1,2,1,38,0,0,0,0,0,0,14966,16278,17012,1565,1299,1279,637,663,1469,1
50000,1,2,2,35,3,2,2,2,2,-1,150,150,150,0,0,0,0,805,43340,1
20000,1,2,2,34,0,0,0,2,0,0,17676,17650,18740,2000,2500,1000,1000,1000,2000,0
240000,1,3,2,45,1,2,0,0,0,0,221341,213264,207403,7000,7500,7300,7000,7000,5869,0
170000,1,1,2,36,-1,-1,-1,-1,-1,-1,8433,644,7567,644,7567,0,499,576,0,0
150000,1,1,1,41,2,2,2,2,0,0,116699,113358,124745,0,14779,0,5000,10000,5000,1
80000,1,2,1,36,3,2,2,4,4,3,600,600,600,0,0,0,0,0,0,1
150000,1,2,2,38,-2,-2,-2,-2,-2,-2,6682,2659,2178,2669,2184,1542,626,621,1591,0
80000,1,2,1,39,0,0,0,0,0,0,37712,38713,39750,1626,1663,1684,2000,2000,2000,0
200000,1,4,2,40,1,-2,-1,-1,-1,-2,0,0,200,0,200,1000,0,0,0,0
190000,1,3,1,34,0,0,0,0,0,0,187780,189924,192232,6781,7071,6744,6866,7203,7182,0
350000,1,2,1,51,0,0,0,0,0,0,343842,107315,355925,15000,340000,20000,9000,8000,14000,0
320000,1,1,1,51,0,0,0,0,0,0,483184,290784,277482,20373,13000,11160,8418,8325,8602,0
320000,1,2,1,50,0,0,0,0,0,0,277884,281848,288726,10100,11422,11006,10011,9091,7026,0
200000,1,2,1,52,0,0,0,-2,-2,-2,150603,153900,0,7000,0,0,0,0,0,0
300000,2,1,2,28,-1,-1,-1,-1,0,0,788,736,736,1000,736,1025,27000,2000,1100,0
50000,2,2,2,24,2,2,2,2,2,2,49397,50388,51450,2100,2200,0,4300,2100,0,1
70000,2,2,2,23,0,0,0,0,0,0,44830,46185,47208,2100,2079,2500,2000,2000,1700,0
50000,2,3,2,23,2,2,2,2,2,2,41740,42755,43878,2000,2100,0,3850,1900,1600,1
50000,2,2,2,22,0,0,2,0,0,0,38340,41362,34656,3700,0,1200,710,52,1000,0
250000,2,2,2,26,0,0,0,2,2,2,124353,132251,148597,10000,19888,2500,10302,17500,3000,0
50000,2,1,2,25,0,0,0,0,0,0,38487,41186,41535,5000,5000,3000,4000,5000,2000,0
240000,2,2,2,25,0,0,0,0,0,0,9030,9685,10996,1144,3000,3000,2000,3000,2000,0
80000,2,2,1,24,0,0,0,0,0,0,74377,76137,78366,3000,3455,1960,2000,0,0,0
220000,2,2,1,25,0,0,0,0,0,0,142714,270596,52682,7200,3200,1200,1000,25000,2000,0
50000,2,3,1,26,0,0,0,0,0,-2,47095,48085,49039,2073,2027,1650,0,0,0,0
150000,2,2,2,27,1,-2,-2,-2,-1,-1,0,0,0,0,0,0,699,1170,1173,0
20000,2,3,1,27,3,2,0,0,0,0,16004,15450,16892,0,1696,1200,22,0,0,1
110000,2,2,2,28,0,0,0,0,0,0,106202,105080,107420,5300,5540,5361,4500,4000,4500,0
100000,2,2,2,30,0,0,0,0,0,0,85841,74564,78351,4000,5000,3006,2023,3000,1500,0
280000,2,1,2,27,0,0,2,2,-2,-1,18641,21870,2173,6630,10,0,0,3626,2511,0
100000,2,2,2,26,0,0,0,0,2,0,6631,7643,8975,1130,1462,2519,0,537,538,0
180000,2,1,2,29,-1,-1,-1,-1,-1,-1,9418,-897,2331,0,5028,6411,3155,2702,10909,0
50000,2,1,2,28,-1,-1,-1,-1,0,0,390,390,390,390,780,39685,1337,5000,4696,0
150000,2,2,1,31,2,0,0,0,0,0,101425,104014,108229,3872,5500,4005,3241,15500,4000,1
70000,1,2,2,29,-2,-2,-2,-2,-2,-2,-8187,-17810,-595,0,100104,10000,15000,10000,20000,0
240000,2,2,2,30,0,0,0,0,0,0,89009,71169,67528,3071,2390,2311,2330,2392,2504,0
50000,2,2,1,27,0,0,0,0,0,0,50544,50792,50480,2300,2000,2000,2500,289,1000,0
50000,2,2,2,35,0,0,0,0,0,0,48818,49796,50892,2200,2200,1800,1900,2000,2000,0
380000,2,2,1,31,1,-2,-1,-1,-2,-1,3491,3859,8796,3878,8863,8007,5362,14695,24446,0
130000,2,3,1,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
50000,2,2,2,44,0,0,0,0,-1,0,27200,10605,10355,1172,1202,1000,2917,29,390,0
60000,2,3,1,48,-1,-1,-1,-1,-1,-1,4823,5471,8422,5491,9683,4377,3918,2431,2120,0
50000,2,3,2,39,2,2,0,0,2,0,20039,19369,16586,0,1280,2390,0,816,688,1
150000,2,2,2,32,6,5,4,3,2,2,81341,79529,77757,0,0,0,0,4874,1000,1
90000,2,2,3,36,0,0,0,0,0,0,91337,91458,91049,4000,3137,5094,1106,1001,1201,0
130000,2,3,2,45,0,0,0,0,0,0,38222,37939,37705,1612,1639,1586,1332,1352,1382,0
50000,2,2,2,48,0,0,0,0,0,0,55329,51870,53164,1902,2176,2064,1098,2134,1139,0
240000,2,2,1,43,0,0,0,0,0,0,50120,48502,49001,1781,2200,1923,1682,2000,2000,0
70000,2,2,1,33,0,0,0,0,0,0,66701,69907,67450,53000,26017,40000,17000,24000,28000,0
60000,2,2,2,36,0,0,0,0,0,0,57724,56597,50766,2000,5015,2000,3000,1300,1500,0
50000,2,3,1,46,1,2,-1,3,2,0,8354,6024,116,0,116,0,10040,400,2272,1
20000,2,3,1,38,0,0,0,0,0,0,15894,15354,14786,1225,1329,2000,2000,700,1500,0
140000,2,2,1,44,0,0,0,0,0,0,127254,109717,81545,6050,3700,2000,3000,20000,1500,0
20000,2,1,2,31,3,2,2,2,2,0,6186,5941,8541,0,2869,305,0,1000,1000,1
260000,2,2,1,39,2,2,0,0,2,0,238601,228443,233958,0,10698,24799,0,7035,7078,0
500000,2,2,1,43,0,0,-2,-1,0,0,53477,0,0,0,0,113904,4130,4356,4103,0
300000,2,1,1,38,-1,-1,-1,-1,-1,0,2884,3558,2778,3558,2778,2778,5367,0,3661,0
30000,2,3,2,41,0,0,0,0,0,0,12001,12450,12040,1485,1301,1000,152,140,780,0
10000,2,3,1,33,2,2,2,0,0,0,7708,9912,9608,2500,0,1200,500,1400,1,1
140000,2,3,1,35,0,0,0,0,0,0,119184,130939,90894,14113,5000,3000,4000,4000,10000,0
30000,2,2,1,47,0,0,2,2,2,2,27119,29243,31037,2894,2559,800,600,1000,0,0
20000,2,3,2,48,0,0,0,0,0,0,17332,18600,17947,1580,1367,1178,712,742,2000,0
230000,2,2,1,46,-1,-1,0,0,0,0,207,4090,5848,4999,2655,1919,3400,3920,6655,0
320000,2,2,1,40,0,0,0,0,0,0,96225,99606,100704,5000,2704,108794,5123,5255,5333,0
500000,2,1,2,35,0,0,0,0,0,0,12590,13598,14650,1225,1277,1186,478,496,509,0
230000,2,2,1,46,0,0,0,-1,-1,-1,8136,3590,2936,1500,1000,476,476,476,1685,0
110000,2,3,3,31,0,0,0,0,0,0,89955,89989,84229,7908,4000,5000,3000,3000,3000,0
200000,2,1,1,45,-1,-1,-1,-1,-2,-2,632,337,670,337,670,0,0,0,451,0
210000,2,2,1,43,0,0,0,0,0,0,91152,92917,90651,3348,3381,3400,2684,2744,2892,0
180000,2,1,2,32,-1,-1,2,2,0,0,10831,17816,18247,7201,1000,0,103,0,0,0
220000,2,2,1,31,0,0,0,0,0,0,79226,78693,78297,3900,3500,4000,2700,3000,10000,0
140000,2,2,1,35,0,0,0,0,0,0,127794,120770,116399,4317,4189,5411,3800,4024,4100,0
20000,2,3,1,44,0,0,2,2,2,0,20313,20111,18057,3030,0,2175,0,10000,931,0
360000,2,1,1,37,-1,-1,-1,-1,-1,-2,5625,367,1726,368,1734,398,200000,0,150000,0
290000,2,3,1,58,1,2,2,2,0,0,68445,66757,76983,0,12000,0,5000,6000,0,0
110000,2,3,1,52,1,2,0,0,0,2,23969,11137,16401,0,6000,7000,1200,0,3000,1
260000,2,2,1,56,0,0,-2,-2,-1,0,2338,0,0,0,0,0,58,1000,1000,0
30000,2,3,1,54,2,2,2,2,4,3,22147,24770,26068,3000,2000,3500,0,0,1000,1
230000,2,2,1,55,0,0,0,0,0,0,7302,4561,5975,2001,2001,6018,5007,5010,7053,0
50000,2,3,1,61,-1,-1,-2,-2,-2,-2,2020,0,0,0,0,0,0,0,202,0
50000,2,2,2,53,0,0,0,0,0,0,51320,50602,50095,1952,1979,1495,1144,1165,946,0
110000,2,2,1,54,2,2,2,0,0,2,95090,94938,91453,3400,0,3290,7000,0,3500,1
50000,1,3,2,24,0,0,0,0,0,0,40751,30786,30285,1627,3053,2005,550,400,1000,0
160000,2,2,1,51,2,0,0,0,2,0,65312,67610,69908,4000,4000,10000,0,5000,3000,1
100000,1,2,2,23,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,0
30000,1,2,2,23,0,0,0,0,0,0,30620,30432,30263,2000,2500,1200,1000,0,0,0
110000,1,2,2,24,2,2,2,2,2,2,98428,101402,104878,5500,6600,3700,0,7500,0,1
30000,1,3,2,25,0,0,0,0,0,0,23075,23996,25407,2000,2500,3000,178,1000,0,0
210000,1,1,2,27,0,0,0,0,0,0,42585,43304,45622,8000,5000,4000,3000,8000,3000,0
90000,1,2,2,26,-1,2,-1,0,0,0,481,1149,39674,1000,39674,1200,1217,1025,500,0
80000,1,2,2,30,0,0,-1,-1,-1,-1,31299,37446,539,20000,539,16673,21473,10715,10000,0
40000,1,2,2,27,1,3,2,0,0,0,41520,40568,39620,0,7,2500,1500,1500,2976,0
60000,1,2,2,28,2,2,2,0,0,0,61743,62197,59892,2800,0,3000,3000,3000,23000,1
20000,1,2,2,25,0,0,2,2,2,0,14193,16489,15936,2850,0,2355,0,1000,900,1
100000,1,2,2,28,2,0,0,0,2,0,58566,56770,56300,5100,2825,5000,0,2000,0,1
250000,1,1,1,40,0,0,0,0,0,0,7351,6225,3645,3039,2000,1000,1000,0,90403,0
